Entry	Entry name	Protein names	Gene names
Q9P2W1	HOP2_HUMAN	Homologous-pairing protein 2 homolog (Nuclear receptor coactivator GT198) (PSMC3-interacting protein) (Proteasome 26S ATPase subunit 3-interacting protein) (Tat-binding protein 1-interacting protein) (TBP-1-interacting protein)	PSMC3IP HOP2 TBPIP
Q9BYX4	IFIH1_HUMAN	Interferon-induced helicase C domain-containing protein 1 (EC 3.6.4.13) (Clinically amyopathic dermatomyositis autoantigen 140 kDa) (CADM-140 autoantigen) (Helicase with 2 CARD domains) (Helicard) (Interferon-induced with helicase C domain protein 1) (Melanoma differentiation-associated protein 5) (MDA-5) (Murabutide down-regulated protein) (RIG-I-like receptor 2) (RLR-2) (RNA helicase-DEAD box protein 116)	IFIH1 MDA5 RH116
Q8NFY9	KBTB8_HUMAN	Kelch repeat and BTB domain-containing protein 8 (T-cell activation kelch repeat protein) (TA-KRP)	KBTBD8 KIAA1842 TAKRP
O94952	FBX21_HUMAN	F-box only protein 21	FBXO21 FBX21 KIAA0875
Q969H0	FBXW7_HUMAN	F-box/WD repeat-containing protein 7 (Archipelago homolog) (hAgo) (F-box and WD-40 domain-containing protein 7) (F-box protein FBX30) (SEL-10) (hCdc4)	FBXW7 FBW7 FBX30 SEL10
Q6P050	FXL22_HUMAN	F-box and leucine-rich protein 22	FBXL22
Q9UKT6	FXL21_HUMAN	Putative F-box/LRR-repeat protein 21 (F-box and leucine-rich repeat protein 21) (F-box and leucine-rich repeat protein 3B) (F-box/LRR-repeat protein 3B)	FBXL21P FBL21 FBL3 FBXL21 FBXL3B FBXL3P
Q9NPG1	FZD3_HUMAN	Frizzled-3 (Fz-3) (hFz3)	FZD3
P25963	IKBA_HUMAN	NF-kappa-B inhibitor alpha (I-kappa-B-alpha) (IkB-alpha) (IkappaBalpha) (Major histocompatibility complex enhancer-binding protein MAD3)	NFKBIA IKBA MAD3 NFKBI
Q9H0H3	KLH25_HUMAN	Kelch-like protein 25 (Ectoderm-neural cortex protein 2) (ENC-2)	KLHL25 ENC2
Q86U70	LDB1_HUMAN	LIM domain-binding protein 1 (LDB-1) (Carboxyl-terminal LIM domain-binding protein 2) (CLIM-2) (LIM domain-binding factor CLIM2) (hLdb1) (Nuclear LIM interactor)	LDB1 CLIM2
Q7L5Y9	MAEA_HUMAN	E3 ubiquitin-protein transferase MAEA (EC 2.3.2.27) (Cell proliferation-inducing gene 5 protein) (Erythroblast macrophage protein) (Human lung cancer oncogene 10 protein) (HLC-10) (Macrophage erythroblast attacher) (P44EMLP)	MAEA EMP HLC10 PIG5
P53355	DAPK1_HUMAN	Death-associated protein kinase 1 (DAP kinase 1) (EC 2.7.11.1)	DAPK1 DAPK
P49841	GSK3B_HUMAN	Glycogen synthase kinase-3 beta (GSK-3 beta) (EC 2.7.11.26) (Serine/threonine-protein kinase GSK3B) (EC 2.7.11.1)	GSK3B
Q95460	HMR1_HUMAN	Major histocompatibility complex class I-related gene protein (MHC class I-related gene protein) (Class I histocompatibility antigen-like protein)	MR1
P48200	IREB2_HUMAN	Iron-responsive element-binding protein 2 (IRE-BP 2) (Iron regulatory protein 2) (IRP2)	IREB2
Q8WWI1	LMO7_HUMAN	LIM domain only protein 7 (LMO-7) (F-box only protein 20) (LOMP)	LMO7 FBX20 FBXO20 KIAA0858
Q96RN5	MED15_HUMAN	Mediator of RNA polymerase II transcription subunit 15 (Activator-recruited cofactor 105 kDa component) (ARC105) (CTG repeat protein 7a) (Mediator complex subunit 15) (Positive cofactor 2 glutamine/Q-rich-associated protein) (PC2 glutamine/Q-rich-associated protein) (TPA-inducible gene 1 protein) (TIG-1) (Trinucleotide repeat-containing gene 7 protein)	MED15 ARC105 CTG7A PCQAP TIG1 TNRC7
P35573	GDE_HUMAN	Glycogen debranching enzyme (Glycogen debrancher) [Includes: 4-alpha-glucanotransferase (EC 2.4.1.25) (Oligo-1,4-1,4-glucantransferase); Amylo-alpha-1,6-glucosidase (Amylo-1,6-glucosidase) (EC 3.2.1.33) (Dextrin 6-alpha-D-glucosidase)]	AGL GDE
Q8IYU2	HACE1_HUMAN	E3 ubiquitin-protein ligase HACE1 (EC 2.3.2.26) (HECT domain and ankyrin repeat-containing E3 ubiquitin-protein ligase 1) (HECT-type E3 ubiquitin transferase HACE1)	HACE1 KIAA1320
O95714	HERC2_HUMAN	E3 ubiquitin-protein ligase HERC2 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 2) (HECT-type E3 ubiquitin transferase HERC2)	HERC2
Q6TDP4	KLH17_HUMAN	Kelch-like protein 17 (Actinfilin)	KLHL17
Q9NWT8	AKIP_HUMAN	Aurora kinase A-interacting protein (AURKA-interacting protein) (28S ribosomal protein S38, mitochondrial) (MRP-S38) (Mitochondrial small ribosomal subunit protein mS38)	AURKAIP1 AIP AKIP MRPS38
P31749	AKT1_HUMAN	RAC-alpha serine/threonine-protein kinase (EC 2.7.11.1) (Protein kinase B) (PKB) (Protein kinase B alpha) (PKB alpha) (Proto-oncogene c-Akt) (RAC-PK-alpha)	AKT1 PKB RAC
Q5VYK3	ECM29_HUMAN	Proteasome adapter and scaffold protein ECM29 (Ecm29 proteasome adapter and scaffold) (Proteasome-associated protein ECM29 homolog)	ECPAS ECM29 KIAA0368
O14682	ENC1_HUMAN	Ectoderm-neural cortex protein 1 (ENC-1) (Kelch-like protein 37) (Nuclear matrix protein NRP/B) (p53-induced gene 10 protein)	ENC1 KLHL37 NRPB PIG10
Q96AK3	ABC3D_HUMAN	DNA dC->dU-editing enzyme APOBEC-3D (A3D) (A3DE) (EC 3.5.4.38)	APOBEC3D APOBEC3DE
Q9HC16	ABC3G_HUMAN	DNA dC->dU-editing enzyme APOBEC-3G (EC 3.5.4.-) (APOBEC-related cytidine deaminase) (APOBEC-related protein) (ARCD) (APOBEC-related protein 9) (ARP-9) (CEM-15) (CEM15) (Deoxycytidine deaminase) (A3G)	APOBEC3G MDS019
A6NK59	ASB14_HUMAN	Ankyrin repeat and SOCS box protein 14 (ASB-14)	ASB14
Q9Y575	ASB3_HUMAN	Ankyrin repeat and SOCS box protein 3 (ASB-3)	ASB3
Q9H981	ARP8_HUMAN	Actin-related protein 8 (hArp8) (INO80 complex subunit N)	ACTR8 ARP8 INO80N
O14503	BHE40_HUMAN	Class E basic helix-loop-helix protein 40 (bHLHe40) (Class B basic helix-loop-helix protein 2) (bHLHb2) (Differentially expressed in chondrocytes protein 1) (DEC1) (Enhancer-of-split and hairy-related protein 2) (SHARP-2) (Stimulated by retinoic acid gene 13 protein)	BHLHE40 BHLHB2 DEC1 SHARP2 STRA13
Q6TDU7	CASC1_HUMAN	Dynein intermediate chain CFAP94, axonemal (Cancer susceptibility candidate gene 1 protein) (Protein CASC1) (Cilia and flagella associated protein 94) (Lung adenoma susceptibility 1-like protein) (Protein phosphatase 1 regulatory subunit 54)	CFAP94 CASC1 LAS1 PPP1R54
Q8WXJ9	ASB17_HUMAN	Ankyrin repeat and SOCS box protein 17 (ASB-17)	ASB17
Q96GD4	AURKB_HUMAN	Aurora kinase B (EC 2.7.11.1) (Aurora 1) (Aurora- and IPL1-like midbody-associated protein 1) (AIM-1) (Aurora/IPL1-related kinase 2) (ARK-2) (Aurora-related kinase 2) (STK-1) (Serine/threonine-protein kinase 12) (Serine/threonine-protein kinase 5) (Serine/threonine-protein kinase aurora-B)	AURKB AIK2 AIM1 AIRK2 ARK2 STK1 STK12 STK5
Q9NZS9	BFAR_HUMAN	Bifunctional apoptosis regulator (RING finger protein 47)	BFAR BAR RNF47
Q00994	BEX3_HUMAN	Protein BEX3 (Brain-expressed X-linked protein 3) (Nerve growth factor receptor-associated protein 1) (Ovarian granulosa cell 13.0 kDa protein HGR74) (p75NTR-associated cell death executor)	BEX3 DXS6984E NADE NGFRAP1
P08588	ADRB1_HUMAN	Beta-1 adrenergic receptor (Beta-1 adrenoreceptor) (Beta-1 adrenoceptor)	ADRB1 ADRB1R B1AR
Q9UJX3	APC7_HUMAN	Anaphase-promoting complex subunit 7 (APC7) (Cyclosome subunit 7)	ANAPC7 APC7
Q9Y2D1	ATF5_HUMAN	Cyclic AMP-dependent transcription factor ATF-5 (cAMP-dependent transcription factor ATF-5) (Activating transcription factor 5) (Transcription factor ATFx)	ATF5 ATFX
Q9Y679	AUP1_HUMAN	Lipid droplet-regulating VLDL assembly factor AUP1 (Ancient ubiquitous protein 1)	AUP1
Q8WXK1	ASB15_HUMAN	Ankyrin repeat and SOCS box protein 15 (ASB-15)	ASB15
Q13315	ATM_HUMAN	Serine-protein kinase ATM (EC 2.7.11.1) (Ataxia telangiectasia mutated) (A-T mutated)	ATM
P22681	CBL_HUMAN	E3 ubiquitin-protein ligase CBL (EC 2.3.2.27) (Casitas B-lineage lymphoma proto-oncogene) (Proto-oncogene c-Cbl) (RING finger protein 55) (RING-type E3 ubiquitin transferase CBL) (Signal transduction protein CBL)	CBL CBL2 RNF55
Q96EP1	CHFR_HUMAN	E3 ubiquitin-protein ligase CHFR (EC 2.3.2.27) (Checkpoint with forkhead and RING finger domains protein) (RING finger protein 196) (RING-type E3 ubiquitin transferase CHFR)	CHFR RNF196
Q9UNE7	CHIP_HUMAN	E3 ubiquitin-protein ligase CHIP (EC 2.3.2.27) (Antigen NY-CO-7) (CLL-associated antigen KW-8) (Carboxy terminus of Hsp70-interacting protein) (RING-type E3 ubiquitin transferase CHIP) (STIP1 homology and U box-containing protein 1)	STUB1 CHIP PP1131
Q7LC44	ARC_HUMAN	Activity-regulated cytoskeleton-associated protein (hArc) (Activity-regulated gene 3.1 protein homolog) (ARC/ARG3.1) (Arg3.1)	ARC KIAA0278
Q9Y574	ASB4_HUMAN	Ankyrin repeat and SOCS box protein 4 (ASB-4)	ASB4
Q9H672	ASB7_HUMAN	Ankyrin repeat and SOCS box protein 7 (ASB-7)	ASB7
P06493	CDK1_HUMAN	Cyclin-dependent kinase 1 (CDK1) (EC 2.7.11.22) (EC 2.7.11.23) (Cell division control protein 2 homolog) (Cell division protein kinase 1) (p34 protein kinase)	CDK1 CDC2 CDC28A CDKN1 P34CDC2
Q96IL0	COA8_HUMAN	Cytochrome c oxidase assembly factor 8 (COA8) (Apoptogenic protein 1, mitochondrial) (APOP-1)	COA8 APOP1 APOPT1 C14orf153
Q12904	AIMP1_HUMAN	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 (Multisynthase complex auxiliary component p43) [Cleaved into: Endothelial monocyte-activating polypeptide 2 (EMAP-2) (Endothelial monocyte-activating polypeptide II) (EMAP-II) (Small inducible cytokine subfamily E member 1)]	AIMP1 EMAP2 SCYE1
Q13867	BLMH_HUMAN	Bleomycin hydrolase (BH) (BLM hydrolase) (BMH) (EC 3.4.22.40)	BLMH
O96017	CHK2_HUMAN	Serine/threonine-protein kinase Chk2 (EC 2.7.11.1) (CHK2 checkpoint homolog) (Cds1 homolog) (Hucds1) (hCds1) (Checkpoint kinase 2)	CHEK2 CDS1 CHK2 RAD53
P41002	CCNF_HUMAN	Cyclin-F (F-box only protein 1)	CCNF FBX1 FBXO1
Q9Y294	ASF1A_HUMAN	Histone chaperone ASF1A (Anti-silencing function protein 1 homolog A) (hAsf1) (hAsf1a) (CCG1-interacting factor A) (CIA) (hCIA)	ASF1A CGI-98 HSPC146
P32121	ARRB2_HUMAN	Beta-arrestin-2 (Arrestin beta-2) (Non-visual arrestin-3)	ARRB2 ARB2 ARR2
P10415	BCL2_HUMAN	Apoptosis regulator Bcl-2	BCL2
P50750	CDK9_HUMAN	Cyclin-dependent kinase 9 (EC 2.7.11.22) (EC 2.7.11.23) (C-2K) (Cell division cycle 2-like protein kinase 4) (Cell division protein kinase 9) (Serine/threonine-protein kinase PITALRE) (Tat-associated kinase complex catalytic subunit)	CDK9 CDC2L4 TAK
Q8NHY2	COP1_HUMAN	E3 ubiquitin-protein ligase COP1 (EC 2.3.2.27) (Constitutive photomorphogenesis protein 1 homolog) (hCOP1) (RING finger and WD repeat domain protein 2) (RING finger protein 200) (RING-type E3 ubiquitin transferase RFWD2)	COP1 RFWD2 RNF200
O00327	BMAL1_HUMAN	Aryl hydrocarbon receptor nuclear translocator-like protein 1 (Basic-helix-loop-helix-PAS protein MOP3) (Brain and muscle ARNT-like 1) (Class E basic helix-loop-helix protein 5) (bHLHe5) (Member of PAS protein 3) (PAS domain-containing protein 3) (bHLH-PAS protein JAP3)	ARNTL BHLHE5 BMAL1 MOP3 PASD3
Q9UMX3	BOK_HUMAN	Bcl-2-related ovarian killer protein (hBOK) (Bcl-2-like protein 9) (Bcl2-L-9)	BOK BCL2L9
O15516	CLOCK_HUMAN	Circadian locomoter output cycles protein kaput (hCLOCK) (EC 2.3.1.48) (Class E basic helix-loop-helix protein 8) (bHLHe8)	CLOCK BHLHE8 KIAA0334
Q8WXK3	ASB13_HUMAN	Ankyrin repeat and SOCS box protein 13 (ASB-13)	ASB13
Q9H9F9	ARP5_HUMAN	Actin-related protein 5 (hARP5) (Sarcoma antigen NY-SAR-16)	ACTR5 ARP5
P30260	CDC27_HUMAN	Cell division cycle protein 27 homolog (Anaphase-promoting complex subunit 3) (APC3) (CDC27 homolog) (CDC27Hs) (H-NUC)	CDC27 ANAPC3 D0S1430E D17S978E
P0DMV8	HS71A_HUMAN	Heat shock 70 kDa protein 1A (Heat shock 70 kDa protein 1) (HSP70-1) (HSP70.1)	HSPA1A HSP72 HSPA1 HSX70
Q96J02	ITCH_HUMAN	E3 ubiquitin-protein ligase Itchy homolog (Itch) (EC 2.3.2.26) (Atrophin-1-interacting protein 4) (AIP4) (HECT-type E3 ubiquitin transferase Itchy homolog) (NFE2-associated polypeptide 1) (NAPP1)	ITCH
Q99732	LITAF_HUMAN	Lipopolysaccharide-induced tumor necrosis factor-alpha factor (LPS-induced TNF-alpha factor) (Small integral membrane protein of lysosome/late endosome) (p53-induced gene 7 protein)	LITAF PIG7 SIMPLE
Q7Z434	MAVS_HUMAN	Mitochondrial antiviral-signaling protein (MAVS) (CARD adapter inducing interferon beta) (Cardif) (Interferon beta promoter stimulator protein 1) (IPS-1) (Putative NF-kappa-B-activating protein 031N) (Virus-induced-signaling adapter) (VISA)	MAVS IPS1 KIAA1271 VISA
Q5U5Q3	MEX3C_HUMAN	RNA-binding E3 ubiquitin-protein ligase MEX3C (EC 2.3.2.27) (RING finger and KH domain-containing protein 2) (RING finger protein 194) (RING-type E3 ubiquitin transferase MEX3C)	MEX3C RKHD2 RNF194 BM-013
Q15366	PCBP2_HUMAN	Poly(rC)-binding protein 2 (Alpha-CP2) (Heterogeneous nuclear ribonucleoprotein E2) (hnRNP E2)	PCBP2
Q13887	KLF5_HUMAN	Krueppel-like factor 5 (Basic transcription element-binding protein 2) (BTE-binding protein 2) (Colon krueppel-like factor) (GC-box-binding protein 2) (Intestinal-enriched krueppel-like factor) (Transcription factor BTEB2)	KLF5 BTEB2 CKLF IKLF
Q0VG99	MESP2_HUMAN	Mesoderm posterior protein 2 (Class C basic helix-loop-helix protein 6) (bHLHc6)	MESP2 BHLHC6 SCDO2
P35580	MYH10_HUMAN	Myosin-10 (Cellular myosin heavy chain, type B) (Myosin heavy chain 10) (Myosin heavy chain, non-muscle IIb) (Non-muscle myosin heavy chain B) (NMMHC-B) (Non-muscle myosin heavy chain IIb) (NMMHC II-b) (NMMHC-IIB)	MYH10
Q5JXC2	MIIP_HUMAN	Migration and invasion-inhibitory protein (IGFBP2-binding protein) (Invasion-inhibitory protein 45) (IIp45)	MIIP IIP45
Q15596	NCOA2_HUMAN	Nuclear receptor coactivator 2 (NCoA-2) (Class E basic helix-loop-helix protein 75) (bHLHe75) (Transcriptional intermediary factor 2) (hTIF2)	NCOA2 BHLHE75 SRC2 TIF2
Q14994	NR1I3_HUMAN	Nuclear receptor subfamily 1 group I member 3 (Constitutive activator of retinoid response) (Constitutive active response) (Constitutive androstane receptor) (CAR) (Orphan nuclear receptor MB67)	NR1I3 CAR
Q9Y263	PLAP_HUMAN	Phospholipase A-2-activating protein (PLA2P) (PLAP)	PLAA PLAP
P36776	LONM_HUMAN	Lon protease homolog, mitochondrial (EC 3.4.21.53) (LONHs) (Lon protease-like protein) (LONP) (Mitochondrial ATP-dependent protease Lon) (Serine protease 15)	LONP1 PRSS15
Q86UW6	N4BP2_HUMAN	NEDD4-binding protein 2 (N4BP2) (EC 3.-.-.-) (BCL-3-binding protein)	N4BP2 B3BP KIAA1413
Q5JPE7	NOMO2_HUMAN	Nodal modulator 2 (pM5 protein 2)	NOMO2
P22694	KAPCB_HUMAN	cAMP-dependent protein kinase catalytic subunit beta (PKA C-beta) (EC 2.7.11.11)	PRKACB
P12883	MYH7_HUMAN	Myosin-7 (Myosin heavy chain 7) (Myosin heavy chain slow isoform) (MyHC-slow) (Myosin heavy chain, cardiac muscle beta isoform) (MyHC-beta)	MYH7 MYHCB
Q13133	NR1H3_HUMAN	Oxysterols receptor LXR-alpha (Liver X receptor alpha) (Nuclear receptor subfamily 1 group H member 3)	NR1H3 LXRA
Q8NHW3	MAFA_HUMAN	Transcription factor MafA (Pancreatic beta-cell-specific transcriptional activator) (RIPE3b1 factor) (V-maf musculoaponeurotic fibrosarcoma oncogene homolog A)	MAFA
O43602	DCX_HUMAN	Neuronal migration protein doublecortin (Doublin) (Lissencephalin-X) (Lis-X)	DCX DBCN LISX
P41134	ID1_HUMAN	DNA-binding protein inhibitor ID-1 (Class B basic helix-loop-helix protein 24) (bHLHb24) (Inhibitor of DNA binding 1) (Inhibitor of differentiation 1)	ID1 BHLHB24 ID
Q14681	KCTD2_HUMAN	BTB/POZ domain-containing protein KCTD2 (Potassium channel tetramerization domain-containing protein 2)	KCTD2 KIAA0176
P33991	MCM4_HUMAN	DNA replication licensing factor MCM4 (EC 3.6.4.12) (CDC21 homolog) (P1-CDC21)	MCM4 CDC21
Q969V3	NCLN_HUMAN	Nicalin (Nicastrin-like protein)	NCLN
Q9P2N7	KLH13_HUMAN	Kelch-like protein 13 (BTB and kelch domain-containing protein 2)	KLHL13 BKLHD2 KIAA1309
O15264	MK13_HUMAN	Mitogen-activated protein kinase 13 (MAP kinase 13) (MAPK 13) (EC 2.7.11.24) (Mitogen-activated protein kinase p38 delta) (MAP kinase p38 delta) (Stress-activated protein kinase 4)	MAPK13 PRKM13 SAPK4
Q16539	MK14_HUMAN	Mitogen-activated protein kinase 14 (MAP kinase 14) (MAPK 14) (EC 2.7.11.24) (Cytokine suppressive anti-inflammatory drug-binding protein) (CSAID-binding protein) (CSBP) (MAP kinase MXI2) (MAX-interacting protein 2) (Mitogen-activated protein kinase p38 alpha) (MAP kinase p38 alpha) (Stress-activated protein kinase 2a) (SAPK2a)	MAPK14 CSBP CSBP1 CSBP2 CSPB1 MXI2 SAPK2A
Q96AX9	MIB2_HUMAN	E3 ubiquitin-protein ligase MIB2 (EC 2.3.2.27) (Mind bomb homolog 2) (Novel zinc finger protein) (Novelzin) (Putative NF-kappa-B-activating protein 002N) (RING-type E3 ubiquitin transferase MIB2) (Skeletrophin) (Zinc finger ZZ type with ankyrin repeat domain protein 1)	MIB2 SKD ZZANK1
P08069	IGF1R_HUMAN	Insulin-like growth factor 1 receptor (EC 2.7.10.1) (Insulin-like growth factor I receptor) (IGF-I receptor) (CD antigen CD221) [Cleaved into: Insulin-like growth factor 1 receptor alpha chain; Insulin-like growth factor 1 receptor beta chain]	IGF1R
Q53TQ3	IN80D_HUMAN	INO80 complex subunit D	INO80D
O75525	KHDR3_HUMAN	KH domain-containing, RNA-binding, signal transduction-associated protein 3 (RNA-binding protein T-Star) (Sam68-like mammalian protein 2) (SLM-2) (Sam68-like phosphotyrosine protein)	KHDRBS3 SALP SLM2
P17612	KAPCA_HUMAN	cAMP-dependent protein kinase catalytic subunit alpha (PKA C-alpha) (EC 2.7.11.11)	PRKACA PKACA
P53667	LIMK1_HUMAN	LIM domain kinase 1 (LIMK-1) (EC 2.7.11.1)	LIMK1 LIMK
Q12851	M4K2_HUMAN	Mitogen-activated protein kinase kinase kinase kinase 2 (EC 2.7.11.1) (B lymphocyte serine/threonine-protein kinase) (Germinal center kinase) (GC kinase) (MAPK/ERK kinase kinase kinase 2) (MEK kinase kinase 2) (MEKKK 2) (Rab8-interacting protein)	MAP4K2 GCK RAB8IP
P20916	MAG_HUMAN	Myelin-associated glycoprotein (Siglec-4a)	MAG GMA
Q13467	FZD5_HUMAN	Frizzled-5 (Fz-5) (hFz5) (FzE5)	FZD5 C2orf31
P10070	GLI2_HUMAN	Zinc finger protein GLI2 (GLI family zinc finger protein 2) (Tax helper protein)	GLI2 THP
P08631	HCK_HUMAN	Tyrosine-protein kinase HCK (EC 2.7.10.2) (Hematopoietic cell kinase) (Hemopoietic cell kinase) (p59-HCK/p60-HCK) (p59Hck) (p61Hck)	HCK
Q96JN8	NEUL4_HUMAN	Neuralized-like protein 4	NEURL4 KIAA1787
P49281	NRAM2_HUMAN	Natural resistance-associated macrophage protein 2 (NRAMP 2) (Divalent cation transporter 1) (Divalent metal transporter 1) (DMT-1) (Solute carrier family 11 member 2)	SLC11A2 DCT1 DMT1 NRAMP2 OK/SW-cl.20
Q86UQ8	NFE4_HUMAN	Transcription factor NF-E4	NFE4
O75030	MITF_HUMAN	Microphthalmia-associated transcription factor (Class E basic helix-loop-helix protein 32) (bHLHe32)	MITF BHLHE32
Q13330	MTA1_HUMAN	Metastasis-associated protein MTA1	MTA1
Q8WY64	MYLIP_HUMAN	E3 ubiquitin-protein ligase MYLIP (EC 2.3.2.27) (Inducible degrader of the LDL-receptor) (Idol) (Myosin regulatory light chain interacting protein) (MIR) (RING-type E3 ubiquitin transferase MYLIP)	MYLIP BZF1 IDOL BM-023 PP5242
Q9Y6Q9	NCOA3_HUMAN	Nuclear receptor coactivator 3 (NCoA-3) (EC 2.3.1.48) (ACTR) (Amplified in breast cancer 1 protein) (AIB-1) (CBP-interacting protein) (pCIP) (Class E basic helix-loop-helix protein 42) (bHLHe42) (Receptor-associated coactivator 3) (RAC-3) (Steroid receptor coactivator protein 3) (SRC-3) (Thyroid hormone receptor activator molecule 1) (TRAM-1)	NCOA3 AIB1 BHLHE42 RAC3 TRAM1
Q96PU5	NED4L_HUMAN	E3 ubiquitin-protein ligase NEDD4-like (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase NED4L) (NEDD4.2) (Nedd4-2)	NEDD4L KIAA0439 NEDL3
Q96IV0	NGLY1_HUMAN	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase (PNGase) (hPNGase) (EC 3.5.1.52) (N-glycanase 1) (Peptide:N-glycanase)	NGLY1 PNG1
P62191	PRS4_HUMAN	26S proteasome regulatory subunit 4 (P26s4) (26S proteasome AAA-ATPase subunit RPT2) (Proteasome 26S subunit ATPase 1)	PSMC1
Q15788	NCOA1_HUMAN	Nuclear receptor coactivator 1 (NCoA-1) (EC 2.3.1.48) (Class E basic helix-loop-helix protein 74) (bHLHe74) (Protein Hin-2) (RIP160) (Renal carcinoma antigen NY-REN-52) (Steroid receptor coactivator 1) (SRC-1)	NCOA1 BHLHE74 SRC1
Q96RE7	NACC1_HUMAN	Nucleus accumbens-associated protein 1 (NAC-1) (BTB/POZ domain-containing protein 14B)	NACC1 BTBD14B NAC1
Q9Y5N5	N6MT1_HUMAN	Methyltransferase N6AMT1 (HemK methyltransferase family member 2) (M.HsaHemK2P) (Lysine N-methyltransferase 9) (EC 2.1.1.-) (Methylarsonite methyltransferase N6AMT1) (EC 2.1.1.-) (Protein N(5)-glutamine methyltransferase) (EC 2.1.1.-)	N6AMT1 C21orf127 HEMK2 KMT9 PRED28
Q15645	PCH2_HUMAN	Pachytene checkpoint protein 2 homolog (Human papillomavirus type 16 E1 protein-binding protein) (16E1-BP) (HPV16 E1 protein-binding protein) (Thyroid hormone receptor interactor 13) (Thyroid receptor-interacting protein 13) (TR-interacting protein 13) (TRIP-13)	TRIP13 PCH2
Q7L273	KCTD9_HUMAN	BTB/POZ domain-containing protein KCTD9	KCTD9
Q13765	NACA_HUMAN	Nascent polypeptide-associated complex subunit alpha (NAC-alpha) (Alpha-NAC) (allergen Hom s 2)	NACA HSD48
P46934	NEDD4_HUMAN	E3 ubiquitin-protein ligase NEDD4 (EC 2.3.2.26) (Cell proliferation-inducing gene 53 protein) (HECT-type E3 ubiquitin transferase NEDD4) (Neural precursor cell expressed developmentally down-regulated protein 4) (NEDD-4)	NEDD4 KIAA0093 NEDD4-1 PIG53
Q14494	NF2L1_HUMAN	Endoplasmic reticulum membrane sensor NFE2L1 (Locus control region-factor 1) (LCR-F1) (Nuclear factor erythroid 2-related factor 1) (NF-E2-related factor 1) (NFE2-related factor 1) (Nuclear factor, erythroid derived 2, like 1) (Protein NRF1, p120 form) (Transcription factor 11) (TCF-11) [Cleaved into: Transcription factor NRF1 (Protein NRF1, p110 form)]	NFE2L1 HBZ17 NRF1 TCF11
P05164	PERM_HUMAN	Myeloperoxidase (MPO) (EC 1.11.2.2) [Cleaved into: Myeloperoxidase; 89 kDa myeloperoxidase; 84 kDa myeloperoxidase; Myeloperoxidase light chain; Myeloperoxidase heavy chain]	MPO
Q9UIQ6	LCAP_HUMAN	Leucyl-cystinyl aminopeptidase (Cystinyl aminopeptidase) (EC 3.4.11.3) (Insulin-regulated membrane aminopeptidase) (Insulin-responsive aminopeptidase) (IRAP) (Oxytocinase) (OTase) (Placental leucine aminopeptidase) (P-LAP) [Cleaved into: Leucyl-cystinyl aminopeptidase, pregnancy serum form]	LNPEP OTASE
Q9H0A0	NAT10_HUMAN	RNA cytidine acetyltransferase (EC 2.3.1.-) (18S rRNA cytosine acetyltransferase) (N-acetyltransferase 10) (N-acetyltransferase-like protein) (hALP)	NAT10 ALP KIAA1709
P67775	PP2AA_HUMAN	Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform (PP2A-alpha) (EC 3.1.3.16) (Replication protein C) (RP-C)	PPP2CA
Q9P2X3	IMPCT_HUMAN	Protein IMPACT (Imprinted and ancient gene protein homolog)	IMPACT
O15111	IKKA_HUMAN	Inhibitor of nuclear factor kappa-B kinase subunit alpha (I-kappa-B kinase alpha) (IKK-A) (IKK-alpha) (IkBKA) (IkappaB kinase) (EC 2.7.11.10) (Conserved helix-loop-helix ubiquitous kinase) (I-kappa-B kinase 1) (IKK1) (Nuclear factor NF-kappa-B inhibitor kinase alpha) (NFKBIKA) (Transcription factor 16) (TCF-16)	CHUK IKKA TCF16
Q6ZSM3	MOT12_HUMAN	Monocarboxylate transporter 12 (MCT 12) (Creatine transporter 2) (CRT2) (Solute carrier family 16 member 12)	SLC16A12 MCT12
Q15004	PAF15_HUMAN	PCNA-associated factor (Hepatitis C virus NS5A-transactivated protein 9) (HCV NS5A-transactivated protein 9) (Overexpressed in anaplastic thyroid carcinoma 1) (OEATC-1) (PCNA-associated factor of 15 kDa) (PAF15) (p15PAF) (PCNA-clamp-associated factor)	PCLAF KIAA0101 NS5ATP9 PAF L5
Q86TM6	SYVN1_HUMAN	E3 ubiquitin-protein ligase synoviolin (EC 2.3.2.27) (RING-type E3 ubiquitin transferase synoviolin) (Synovial apoptosis inhibitor 1)	SYVN1 HRD1 KIAA1810
P61086	UBE2K_HUMAN	Ubiquitin-conjugating enzyme E2 K (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme K) (Huntingtin-interacting protein 2) (HIP-2) (Ubiquitin carrier protein) (Ubiquitin-conjugating enzyme E2-25 kDa) (Ubiquitin-conjugating enzyme E2(25K)) (Ubiquitin-conjugating enzyme E2-25K) (Ubiquitin-protein ligase)	UBE2K HIP2 LIG
Q9BQ87	TBL1Y_HUMAN	F-box-like/WD repeat-containing protein TBL1Y (Transducin beta-like protein 1Y) (Transducin-beta-like protein 1, Y-linked)	TBL1Y TBL1
